source_city,destination_city,distance,travel_mode,season,num_days,hotel_type,activity_level,food_preference,group_size,travel_cost,stay_cost,food_cost,activity_cost,total_cost,per_person_cost
Ahmedabad,Darjeeling,1574,car,autumn,13,3-star,high,budget,1,13018,35818,6441,30495,85773,85773
Lucknow,Munnar,1453,train,monsoon,2,budget,low,budget,3,1473,1806,1078,459,4816,1605
Chandigarh,Shimla,1440,train,summer,7,budget,moderate,mixed,6,2311,10692,7764,6265,24329,4055
Delhi,Manali,499,car,autumn,14,budget,high,luxury,4,3237,18363,30784,28577,72864,18216
Chandigarh,Munnar,1454,bus,winter,12,5-star,low,mixed,3,1861,157802,10251,3165,173079,57693
Mumbai,Manali,1905,flight,autumn,6,budget,moderate,luxury,5,8327,7129,12139,5332,29635,5927
Delhi,Varanasi,773,car,winter,3,5-star,moderate,budget,5,8222,44495,1523,2947,51468,10294
Kolkata,Darjeeling,600,train,winter,9,budget,high,luxury,6,1009,14679,22144,16068,48509,8085
Chennai,Rishikesh,2659,train,winter,8,3-star,moderate,luxury,1,4858,31186,18315,6316,60675,60675
Bangalore,Jaipur,1972,bus,autumn,12,budget,moderate,budget,2,1916,15411,5745,11307,34379,17190
Mumbai,Manali,1840,train,monsoon,14,4-star,high,mixed,3,1649,53026,12636,32635,99945,33315
Lucknow,Agra,925,car,summer,12,3-star,low,luxury,4,8918,37512,25846,3229,67955,16989
Chandigarh,Darjeeling,1508,bus,summer,5,budget,high,mixed,4,1937,6794,4747,11618,22586,5647
Lucknow,Varanasi,1023,car,monsoon,4,5-star,low,luxury,7,6290,30423,9399,1039,42436,6062
Ahmedabad,Andaman,2215,car,autumn,3,hostel,low,luxury,5,15915,1628,5863,777,21765,4353
Lucknow,Agra,1002,bus,winter,7,5-star,low,mixed,7,1320,101460,6434,1429,99578,14225
Chennai,Ooty,600,car,monsoon,4,4-star,high,budget,5,3282,16559,1895,8936,27605,5521
Bangalore,Munnar,433,bus,monsoon,12,4-star,high,mixed,5,356,55350,10482,25536,82553,16511
Chandigarh,Varanasi,1016,train,autumn,10,hostel,high,mixed,6,1429,5915,10643,22632,36558,6093
Hyderabad,Manali,1487,bus,autumn,10,3-star,low,budget,7,1402,26579,4397,2619,31497,4500
Pune,Andaman,2172,flight,summer,10,hostel,moderate,luxury,1,9323,7872,19738,7971,44904,44904
Delhi,Ooty,2414,car,autumn,14,hostel,low,luxury,2,17778,8522,34557,2872,63729,31864
Chennai,Jaipur,1831,car,monsoon,11,hostel,moderate,mixed,5,10435,5282,11680,10002,33659,6732
Ahmedabad,Jaipur,1046,bus,summer,6,3-star,moderate,budget,6,1267,18680,3329,4845,25308,4218
Chennai,Ooty,643,flight,monsoon,9,3-star,low,budget,7,3514,22616,3841,2273,29020,4146
Delhi,Manali,574,car,monsoon,6,3-star,low,luxury,4,3634,13160,14697,1486,29679,7420
Ahmedabad,Varanasi,1122,bus,monsoon,3,hostel,high,mixed,5,778,1386,3400,6568,10918,2184
Hyderabad,Udaipur,1028,flight,autumn,8,3-star,moderate,budget,4,4410,23040,4576,6266,34463,8616
Chandigarh,Manali,1481,train,monsoon,11,5-star,moderate,budget,5,1635,94556,5247,9596,99930,19986
Bangalore,Andaman,2353,train,summer,4,budget,moderate,mixed,6,3943,5239,3491,4088,15083,2514
Lucknow,Ladakh,2257,car,winter,4,4-star,high,luxury,2,23058,32683,8465,8560,72767,36384
Lucknow,Manali,1401,car,winter,7,hostel,high,luxury,4,15238,6668,13579,13178,43797,10949
Hyderabad,Jaipur,927,car,summer,12,4-star,moderate,mixed,1,8421,79669,13571,10936,112597,112597
Bangalore,Manali,2675,train,winter,10,5-star,moderate,mixed,6,5109,153909,10728,8533,160452,26742
Chennai,Varanasi,1692,bus,autumn,10,4-star,high,luxury,4,1783,56683,25275,19294,92732,23183
Lucknow,Rishikesh,1350,train,monsoon,5,5-star,high,budget,5,1214,49432,2147,10046,56556,11311
Kolkata,Varanasi,661,car,monsoon,9,3-star,low,mixed,3,3820,21206,7869,2453,35347,11782
Chandigarh,Goa,1073,train,autumn,4,4-star,high,luxury,5,1420,23194,8149,9629,38153,7631
Ahmedabad,Jaipur,988,train,monsoon,2,hostel,low,mixed,3,976,1065,2249,532,4822,1607
Mumbai,Darjeeling,2087,flight,summer,3,5-star,moderate,luxury,3,10724,40539,6896,3053,61212,20404
Mumbai,Goa,624,flight,monsoon,12,budget,low,budget,4,3321,9890,5478,2691,19242,4810
Bangalore,Munnar,536,train,monsoon,10,hostel,moderate,mixed,5,486,4347,10493,10031,22821,4564
Chennai,Jaipur,1852,flight,winter,6,hostel,high,mixed,7,10027,4400,6671,13840,31444,4492
Pune,Shimla,1379,car,monsoon,11,hostel,moderate,mixed,7,8594,4650,10646,10059,30554,4365
Bangalore,Udaipur,1575,train,summer,7,5-star,moderate,luxury,1,2835,103421,15119,6509,127884,127884
Kolkata,Udaipur,1793,bus,winter,5,5-star,low,luxury,5,2534,83686,10329,1215,87988,17598
Delhi,Munnar,2814,flight,winter,11,3-star,moderate,mixed,2,13897,44514,10160,8586,77157,38579
Hyderabad,Jaisalmer,1232,flight,monsoon,13,3-star,low,budget,7,3394,30684,6328,3357,39387,5627
Mumbai,Goa,537,flight,summer,7,hostel,moderate,budget,7,3331,5932,3436,7208,17917,2560
Delhi,Udaipur,608,bus,summer,11,hostel,high,luxury,2,863,8934,25008,25576,60382,30191
Bangalore,Jaisalmer,1972,bus,summer,12,budget,low,mixed,4,2491,19815,13157,3177,34776,8694
Bangalore,Ooty,338,flight,monsoon,10,5-star,high,luxury,2,3398,75153,21404,21931,121886,60943
Mumbai,Jaipur,1128,car,winter,3,4-star,high,budget,4,9617,24128,1308,6065,37006,9252
Hyderabad,Jaisalmer,1282,car,winter,14,3-star,moderate,budget,3,10943,58654,7228,13381,90206,30069
Chennai,Varanasi,1757,car,winter,12,budget,high,luxury,3,15760,21138,26273,21460,84631,28210
Mumbai,Agra,1200,car,autumn,10,4-star,low,mixed,2,8876,55155,10532,2586,77149,38575
Bangalore,Shimla,2408,flight,winter,13,5-star,high,luxury,4,12181,179700,26526,28163,221914,55478
Kolkata,Andaman,1475,car,monsoon,6,5-star,moderate,mixed,2,8195,56228,5588,4918,74928,37464
Lucknow,Darjeeling,1479,bus,autumn,3,4-star,moderate,luxury,7,1356,18345,6368,2961,26126,3732
Mumbai,Munnar,1594,car,summer,7,hostel,high,luxury,6,14518,4974,14335,13337,42447,7075
Chandigarh,Munnar,1531,bus,autumn,5,budget,high,budget,7,1589,7213,2715,11362,20592,2942
Chennai,Ooty,529,bus,winter,9,hostel,low,luxury,6,722,8441,21727,2244,29820,4970
Mumbai,Ladakh,2545,bus,winter,12,5-star,high,budget,6,3932,170885,6138,21928,182595,30432
Chennai,Ooty,550,flight,summer,12,5-star,moderate,luxury,5,3923,160604,23470,9253,177525,35505
Kolkata,Jaipur,1558,train,autumn,13,5-star,high,mixed,6,2295,155724,14023,23524,176010,29335
Chandigarh,Jaipur,924,flight,winter,6,5-star,low,mixed,3,4325,98859,6317,1284,110784,36928
Lucknow,Kerala,1427,car,autumn,8,3-star,moderate,mixed,7,10576,21485,9190,8239,44541,6363
Chennai,Ladakh,3488,bus,monsoon,5,hostel,moderate,luxury,3,2937,2528,10581,5096,21142,7047
Kolkata,Ooty,2281,bus,autumn,10,3-star,high,budget,1,2234,26368,5204,21626,55431,55431
Ahmedabad,Ooty,1377,train,monsoon,3,hostel,low,mixed,6,1225,1561,3099,763,5983,997
Ahmedabad,Ladakh,2165,car,monsoon,7,3-star,moderate,mixed,5,12388,14631,7885,6457,37225,7445
Ahmedabad,Ooty,1327,car,autumn,7,4-star,low,mixed,6,10094,37348,7400,1729,50914,8486
Ahmedabad,Varanasi,1036,bus,autumn,9,hostel,high,luxury,4,1217,5879,22612,18702,43569,10892
Kolkata,Munnar,2563,train,winter,13,5-star,high,budget,1,5213,188551,6601,29670,230036,230036
Pune,Ooty,1359,train,monsoon,12,4-star,moderate,mixed,2,1272,47213,13703,11640,73828,36914
Ahmedabad,Darjeeling,1455,car,winter,9,3-star,moderate,budget,6,12675,32702,4305,8523,52384,8731
Chennai,Shimla,2719,train,monsoon,5,budget,moderate,luxury,7,2474,4778,10348,4586,19967,2852
Kolkata,Ladakh,2464,train,winter,9,3-star,moderate,luxury,1,4430,33232,21715,7023,66400,66400
Ahmedabad,Goa,1067,bus,monsoon,14,hostel,moderate,luxury,4,896,6114,26595,11188,40313,10078
Delhi,Rishikesh,330,car,winter,11,3-star,low,mixed,5,3292,45540,11522,2337,56421,11284
Mumbai,Udaipur,780,flight,winter,12,hostel,moderate,budget,5,5599,10285,6143,10766,29514,5903
Hyderabad,Kerala,1590,car,autumn,9,hostel,low,luxury,6,11935,5135,18485,1978,33779,5630
Hyderabad,Goa,1037,car,monsoon,14,hostel,moderate,mixed,3,5576,5887,14238,13905,39607,13202
Kolkata,Munnar,2649,car,summer,10,5-star,moderate,luxury,7,24929,142593,22662,7794,178181,25454
Chennai,Agra,1716,bus,monsoon,5,hostel,low,luxury,5,1288,2211,12480,1360,15605,3121
Ahmedabad,Darjeeling,1555,flight,monsoon,12,5-star,high,budget,1,5989,109251,6469,25298,147007,147007
Pune,Agra,993,car,monsoon,14,budget,low,luxury,5,5068,12797,30898,3476,47014,9403
Lucknow,Kerala,1451,train,winter,6,4-star,moderate,budget,1,2980,53080,3266,5811,65138,65138
Lucknow,Jaisalmer,1211,car,summer,14,hostel,low,luxury,6,10214,11450,29803,3613,49571,8262
Delhi,Manali,515,car,monsoon,14,5-star,low,luxury,6,2509,105428,33820,3385,130628,21771
Lucknow,Manali,1462,flight,autumn,12,hostel,low,luxury,2,5504,7028,27283,3034,42849,21424
Hyderabad,Ooty,1376,train,monsoon,8,5-star,high,mixed,2,1337,80186,6825,17889,106237,53119
Lucknow,Kerala,1427,flight,winter,4,budget,high,mixed,3,6700,7711,4049,9622,28082,9361
Ahmedabad,Goa,930,car,monsoon,13,3-star,low,luxury,4,4662,33209,28143,3121,62222,15555
Chandigarh,Darjeeling,1466,train,monsoon,11,hostel,moderate,mixed,3,1431,4670,12457,10744,29302,9767
Bangalore,Ooty,264,bus,summer,13,budget,high,mixed,7,316,21006,12201,25653,53258,7608
Delhi,Ladakh,1076,bus,monsoon,4,budget,low,budget,4,944,3464,1991,850,6524,1631
Chandigarh,Andaman,2169,train,winter,10,5-star,low,mixed,5,4424,146791,10699,2514,147985,29597
Mumbai,Shimla,1979,car,autumn,7,3-star,moderate,mixed,1,12411,22596,7632,5552,48192,48192
Kolkata,Udaipur,1672,bus,winter,12,5-star,moderate,budget,5,2619,200517,6359,11179,198607,39721
Pune,Andaman,2221,bus,autumn,9,5-star,low,mixed,4,2537,89349,9762,1992,93275,23319
Mumbai,Udaipur,739,flight,winter,10,4-star,low,luxury,6,4537,71291,22512,2299,90575,15096
Kolkata,Jaisalmer,1916,bus,monsoon,7,3-star,low,mixed,7,1454,14311,6128,1663,21201,3029
Hyderabad,Jaipur,926,train,monsoon,9,5-star,high,mixed,5,1044,73872,8201,16160,89350,17870
Kolkata,Ladakh,2404,train,summer,8,hostel,moderate,mixed,7,3686,5550,8370,7458,22557,3222
Chennai,Manali,2762,bus,monsoon,14,4-star,high,luxury,3,2500,64590,26890,28118,122098,40699
Chennai,Jaipur,1806,car,monsoon,13,5-star,low,budget,7,11516,112482,6988,3150,120722,17246
Kolkata,Jaisalmer,1927,flight,monsoon,5,3-star,moderate,budget,2,6642,11392,2299,4503,24836,12418
Lucknow,Udaipur,1124,bus,monsoon,9,4-star,high,luxury,2,934,38450,21299,19077,79761,39881
Kolkata,Shimla,1850,bus,autumn,13,budget,high,mixed,5,2137,16578,14344,26737,53816,10763
Chennai,Agra,1705,flight,monsoon,11,budget,high,mixed,1,4970,9838,9371,26415,50593,50593
Chennai,Jaisalmer,2034,car,summer,10,3-star,low,mixed,6,20183,33952,10850,2231,60495,10082
Chandigarh,Jaipur,972,bus,winter,13,hostel,moderate,budget,3,1231,11322,5959,11023,29535,9845
Pune,Munnar,1457,bus,winter,3,5-star,high,budget,2,1942,50427,1299,5657,59324,29662
Mumbai,Andaman,2534,flight,autumn,12,5-star,low,mixed,5,9765,129448,11200,2479,137603,27521
Mumbai,Ladakh,2586,flight,autumn,2,3-star,moderate,luxury,5,10002,6377,4154,1664,19977,3995
Chandigarh,Ooty,1226,car,summer,5,budget,moderate,luxury,3,10940,8066,9785,4518,33309,11103
Ahmedabad,Ooty,1319,car,summer,12,hostel,high,budget,1,10708,7886,5262,22881,46737,46737
Hyderabad,Agra,1023,flight,winter,6,budget,high,budget,4,6198,9579,2905,12713,28256,7064
Bangalore,Agra,1824,train,summer,6,3-star,high,budget,4,2758,20125,2918,13279,35172,8793
Kolkata,Ladakh,2570,car,monsoon,14,3-star,high,mixed,5,15003,29100,15622,32890,83353,16671
Chennai,Rishikesh,2647,flight,autumn,4,4-star,high,luxury,1,10620,20367,7600,8794,47380,47380
Kolkata,Ladakh,2536,train,winter,14,4-star,moderate,budget,2,4139,123596,8002,13711,149448,74724
Bangalore,Rishikesh,2437,bus,summer,4,5-star,moderate,luxury,4,2980,52200,8970,3979,61315,15329
Pune,Shimla,1303,flight,autumn,9,hostel,high,luxury,5,5242,5251,19627,18856,44078,8816
Delhi,Jaisalmer,739,car,summer,11,budget,moderate,luxury,2,5677,18796,21551,8866,54890,27445
Delhi,Ladakh,1065,train,summer,3,4-star,moderate,mixed,4,1545,17645,2968,3059,22695,5674
Delhi,Agra,151,car,summer,7,budget,high,budget,6,1171,11134,3094,16891,29062,4844
Chandigarh,Rishikesh,1295,train,winter,9,hostel,moderate,budget,2,2574,8336,4477,8774,24160,12080
Bangalore,Ooty,247,car,winter,7,3-star,moderate,luxury,1,2346,29959,15825,5669,53799,53799
Pune,Darjeeling,1475,bus,monsoon,6,budget,moderate,mixed,2,1056,6368,6885,5767,20076,10038
Chennai,Darjeeling,2150,bus,winter,2,5-star,moderate,mixed,3,2560,28693,1831,1887,34970,11657
Ahmedabad,Jaipur,1041,train,autumn,7,4-star,low,budget,7,1262,35893,3829,1894,38590,5513
Hyderabad,Jaisalmer,1278,car,monsoon,6,5-star,high,luxury,3,7997,45096,12498,12805,78396,26132
Hyderabad,Munnar,1428,flight,winter,9,5-star,high,luxury,5,7558,133778,20788,21672,165416,33083
Lucknow,Darjeeling,1453,flight,summer,5,4-star,high,luxury,7,6303,38228,12635,10761,61134,8733
Delhi,Jaisalmer,769,train,summer,2,hostel,moderate,budget,4,1284,1588,959,1929,5184,1296
Kolkata,Varanasi,618,car,winter,5,5-star,low,luxury,4,6475,79753,9966,1029,87501,21875
Hyderabad,Ooty,1399,car,autumn,6,5-star,moderate,luxury,3,9128,78936,11648,5365,105076,35025
Lucknow,Kerala,1410,car,autumn,8,3-star,high,luxury,7,10792,25778,15180,16791,61686,8812
Hyderabad,Munnar,1451,car,monsoon,2,budget,low,luxury,3,8687,1842,4586,475,15590,5197
Lucknow,Ooty,1245,train,monsoon,13,3-star,high,budget,5,1385,32825,7427,30029,64499,12900
Hyderabad,Rishikesh,1321,car,monsoon,5,3-star,low,luxury,6,7203,12661,10178,1063,27994,4666
Lucknow,Andaman,2134,bus,monsoon,14,3-star,low,mixed,6,1788,36043,13797,3214,49358,8226
Ahmedabad,Rishikesh,1365,flight,monsoon,11,3-star,high,budget,6,3987,27896,5745,26250,57491,9582
Lucknow,Andaman,2151,train,summer,8,5-star,moderate,mixed,3,3283,98864,8421,6202,116770,38923
Chennai,Varanasi,1788,train,monsoon,5,hostel,high,mixed,2,1902,2289,5455,10627,20273,10136
Lucknow,Goa,930,car,winter,14,3-star,high,luxury,3,9376,47975,34862,31650,123863,41288
Pune,Rishikesh,1217,car,monsoon,7,3-star,moderate,mixed,4,6421,14246,7375,5966,30607,7652
Chandigarh,Udaipur,1145,train,summer,7,4-star,moderate,luxury,5,1906,54419,16196,6265,70906,14181
Kolkata,Ooty,2128,train,monsoon,12,hostel,moderate,budget,4,2067,5124,5892,11266,21915,5479
Kolkata,Ooty,2285,train,monsoon,4,3-star,moderate,mixed,5,2335,7746,4385,3952,16577,3315
Mumbai,Kerala,1324,bus,monsoon,14,budget,high,mixed,2,1042,11483,12939,32631,58094,29047
Pune,Ooty,1349,car,winter,4,hostel,low,mixed,5,11473,3465,4316,967,18200,3640
Chandigarh,Varanasi,1082,flight,monsoon,8,5-star,high,luxury,3,3278,68007,15230,16285,102800,34267
Bangalore,Jaipur,1994,car,winter,8,budget,high,luxury,5,17027,13738,17949,18705,60677,12135
Kolkata,Rishikesh,1671,flight,autumn,8,budget,low,mixed,1,6535,11115,7512,1676,26838,26838
Lucknow,Manali,1533,car,monsoon,10,4-star,low,luxury,3,9059,49927,19641,2315,80942,26981
Mumbai,Varanasi,1436,car,autumn,10,4-star,high,luxury,7,10287,49503,20913,18966,89702,12815
Mumbai,Jaipur,1197,train,winter,7,5-star,low,budget,1,1969,117422,3686,1704,124780,124780
Mumbai,Jaisalmer,946,flight,winter,14,budget,high,budget,7,6652,24842,7969,31431,63805,9115
Ahmedabad,Rishikesh,1291,bus,autumn,12,3-star,moderate,luxury,4,1450,33927,26573,9400,64215,16054
Delhi,Shimla,336,train,autumn,3,3-star,moderate,budget,6,468,7654,1560,2918,11339,1890
Ahmedabad,Ooty,1264,flight,autumn,7,5-star,moderate,budget,1,5068,84954,3483,6146,99651,99651
Mumbai,Udaipur,744,flight,summer,6,hostel,high,luxury,3,4097,4827,11320,12051,32295,10765
Mumbai,Kerala,1330,flight,monsoon,12,hostel,low,budget,1,3679,5950,5979,2563,18171,18171
Kolkata,Ladakh,2457,bus,winter,2,4-star,low,mixed,1,2931,15383,1871,514,20698,20698
Mumbai,Darjeeling,2091,flight,autumn,6,3-star,low,luxury,2,8693,15657,12224,1501,38076,19038
Lucknow,Agra,1046,bus,winter,12,budget,low,mixed,5,1600,20835,11265,2669,32732,6546
Chandigarh,Jaipur,944,bus,monsoon,13,budget,moderate,budget,5,775,12205,6725,10231,26943,5389
Pune,Jaisalmer,1214,train,monsoon,10,4-star,moderate,budget,1,1220,48798,4713,8443,63174,63174
Delhi,Jaisalmer,778,flight,summer,5,5-star,high,budget,4,4094,58828,2677,9581,67663,16916
Lucknow,Darjeeling,1441,flight,winter,10,5-star,high,luxury,5,8197,150131,21053,23594,182678,36536
Lucknow,Kerala,1484,flight,monsoon,7,4-star,high,luxury,7,5926,29635,17185,13163,59318,8474
Mumbai,Kerala,1421,car,autumn,2,5-star,moderate,budget,5,10680,21068,1001,1699,31003,6201
Mumbai,Varanasi,1425,train,winter,6,3-star,moderate,luxury,4,2359,25520,14821,5190,43100,10775
Lucknow,Ooty,1206,flight,autumn,8,hostel,high,mixed,4,4105,4378,7967,14829,28152,7038
Ahmedabad,Goa,1072,car,winter,5,3-star,moderate,budget,7,11636,21701,2698,4023,36052,5150
Ahmedabad,Goa,1051,flight,monsoon,14,hostel,high,budget,6,4112,5954,6605,32067,43864,7311
Hyderabad,Agra,958,train,autumn,11,5-star,moderate,luxury,6,1430,144040,22842,10965,161349,26891
Lucknow,Agra,1003,bus,summer,9,4-star,high,luxury,3,1389,70404,18123,16565,106481,35494
Pune,Rishikesh,1364,flight,autumn,11,5-star,low,mixed,7,5411,126181,11967,3021,131923,18846
Bangalore,Kerala,560,flight,monsoon,4,4-star,moderate,luxury,5,3391,18790,7777,3500,30113,6023
Mumbai,Jaisalmer,989,flight,monsoon,12,budget,high,luxury,3,4520,10249,30183,25825,70777,23592
Chennai,Manali,2797,bus,summer,3,4-star,moderate,budget,5,3147,20394,1290,2394,24502,4900
Lucknow,Ladakh,2188,train,winter,12,budget,low,budget,6,4096,19647,5860,3126,29456,4909
Bangalore,Shimla,2529,car,monsoon,11,hostel,high,budget,2,15993,5535,5906,21794,49228,24614
Lucknow,Shimla,1469,bus,winter,4,hostel,low,budget,5,1884,2856,2249,1059,7243,1449
Hyderabad,Goa,970,flight,summer,7,3-star,moderate,budget,2,4886,26011,3298,5813,40007,20004
Delhi,Ooty,2486,train,summer,8,4-star,moderate,mixed,2,4343,51279,8299,6295,70217,35108
Hyderabad,Agra,1045,bus,summer,12,5-star,moderate,budget,7,1450,140741,6500,10673,143427,20490
Bangalore,Udaipur,1551,car,monsoon,11,budget,low,mixed,1,9631,9822,11114,2924,33492,33492
Chandigarh,Jaipur,1081,car,autumn,7,4-star,high,mixed,1,7328,37194,6093,13320,63936,63936
Lucknow,Udaipur,1168,car,autumn,14,3-star,moderate,budget,3,8680,45358,6663,13390,74091,24697
Chandigarh,Manali,1594,train,monsoon,8,hostel,high,mixed,6,1725,3407,6969,18864,27868,4645
Delhi,Kerala,2620,bus,summer,7,5-star,low,luxury,1,3628,86687,17035,1435,108785,108785
Delhi,Kerala,2734,train,winter,12,hostel,low,luxury,7,4527,9427,24729,2774,37311,5330
Chennai,Munnar,614,train,winter,8,3-star,moderate,mixed,2,1100,34463,8371,7008,50942,25471
Delhi,Ladakh,996,flight,summer,11,3-star,moderate,mixed,5,5189,35149,10211,11295,55660,11132
Delhi,Jaisalmer,829,car,summer,8,3-star,low,budget,5,7827,24713,4578,1852,35073,7015
Chandigarh,Jaipur,1068,flight,autumn,8,5-star,moderate,budget,1,4931,101435,4236,8116,118718,118718
Lucknow,Manali,1557,bus,monsoon,5,budget,high,mixed,2,1363,4630,4448,9545,19986,9993
Chandigarh,Jaipur,927,car,winter,9,hostel,high,mixed,3,8278,7490,9813,17086,42667,14222
Chennai,Goa,853,flight,summer,10,4-star,moderate,luxury,2,4159,63404,21253,7868,96684,48342
Ahmedabad,Munnar,1461,car,summer,2,5-star,low,mixed,1,13982,26203,1767,490,42442,42442
Ahmedabad,Andaman,2208,flight,summer,6,budget,high,budget,2,11246,8464,3089,11471,34271,17135
Delhi,Agra,138,flight,winter,3,3-star,high,luxury,4,2654,11637,6059,6761,24400,6100
Chennai,Andaman,1430,bus,monsoon,11,4-star,low,mixed,5,1093,54347,11228,2848,62563,12513
Delhi,Darjeeling,1599,flight,autumn,12,hostel,high,mixed,3,7464,8108,13098,27808,56478,18826
Delhi,Manali,563,bus,monsoon,7,budget,low,luxury,4,469,6088,16552,1703,22330,5583
Chandigarh,Munnar,1579,flight,summer,11,hostel,low,luxury,3,7431,8530,26419,2481,44861,14954
Chandigarh,Ooty,1247,bus,summer,9,budget,moderate,budget,4,1325,11634,5144,7474,23020,5755
Pune,Manali,1582,train,winter,13,budget,high,mixed,3,3079,23607,14854,27902,69443,23148
Mumbai,Ooty,1279,bus,monsoon,7,5-star,moderate,mixed,4,1120,63398,6777,6250,69790,17448
Bangalore,Ladakh,3168,car,autumn,6,3-star,low,luxury,3,21062,17271,11875,1529,51738,17246
Kolkata,Rishikesh,1620,flight,autumn,14,hostel,moderate,budget,5,6531,9452,6593,11712,30859,6172
Chandigarh,Ooty,1344,train,winter,8,budget,low,mixed,2,2168,12645,8078,1957,24848,12424
Chennai,Andaman,1381,bus,monsoon,11,5-star,moderate,budget,4,1180,109072,5933,10172,113722,28430
Ahmedabad,Agra,1038,flight,autumn,10,4-star,low,mixed,2,4138,52510,10916,2174,69737,34868
Chandigarh,Ooty,1249,bus,monsoon,7,budget,low,mixed,5,870,7513,6764,1573,15049,3010
Chandigarh,Ladakh,2289,train,monsoon,14,4-star,moderate,mixed,7,2032,62576,15011,12543,82946,11849
Chandigarh,Darjeeling,1432,car,summer,9,5-star,low,mixed,7,12264,107968,7937,2379,117492,16785
Chandigarh,Varanasi,1024,train,monsoon,10,4-star,moderate,mixed,2,943,37881,8658,9902,57385,28693
Pune,Darjeeling,1483,bus,summer,3,budget,high,budget,5,1825,4605,1532,5983,12551,2510
Ahmedabad,Darjeeling,1576,bus,monsoon,13,5-star,moderate,luxury,4,1437,130533,31732,12054,158181,39545
Ahmedabad,Rishikesh,1385,car,monsoon,4,budget,low,mixed,3,8356,3589,3782,1082,16809,5603
Kolkata,Rishikesh,1512,car,monsoon,10,5-star,moderate,mixed,6,8003,80616,10046,7926,95933,15989
Mumbai,Varanasi,1301,car,winter,3,5-star,low,mixed,4,10878,44732,3316,687,53651,13413
Pune,Darjeeling,1473,train,winter,10,5-star,low,budget,3,2857,143446,4724,2648,153676,51225
Ahmedabad,Jaisalmer,1284,flight,winter,13,3-star,high,luxury,4,6951,46768,29601,23535,96169,24042
Kolkata,Agra,1388,bus,summer,12,5-star,high,luxury,6,1988,181761,28844,23823,212775,35462
Chandigarh,Shimla,1481,car,winter,2,4-star,low,budget,6,15041,13648,1143,435,27241,4540
